graph_id,evidence_level,family,p_R,p_G,p_B
RG116,medium,M_0,0.333333,0.333333,0.333333
RG116,medium,M_rho,0.221147,0.490408,0.288445
RG116,medium,"M_rho,beta",0.266912,0.421772,0.311316
RG116,medium,M_star,0.462186,0.268907,0.268907
RG116,medium,M_cluster,0.202649,0.665657,0.131695
RG116,low,M_exact,0.306685,0.414996,0.278319
RG116,low,M_0,0.333333,0.333333,0.333333
RG116,low,M_rho,0.310012,0.369259,0.32073
RG116,low,"M_rho,beta",0.318991,0.354583,0.326426
RG116,low,M_star,0.361468,0.319266,0.319266
RG116,low,M_cluster,0.311823,0.411876,0.276302
RG117,high,M_exact,0.957072,0.027497,0.015431
RG117,high,M_0,0.333333,0.333333,0.333333
RG117,high,M_rho,0.784833,0.10504,0.110127
RG117,high,"M_rho,beta",0.558908,0.219709,0.221383
RG117,high,M_star,0.026168,0.486916,0.486916
RG117,high,M_cluster,0.891241,0.05438,0.05438
RG117,medium,M_exact,0.708683,0.141242,0.150075
RG117,medium,M_0,0.333333,0.333333,0.333333
RG117,medium,M_rho,0.551087,0.218989,0.229924
RG117,medium,"M_rho,beta",0.460623,0.267913,0.271464
RG117,medium,M_star,0.144755,0.427623,0.427623
RG117,medium,M_cluster,0.686078,0.156961,0.156961
RG117,low,M_exact,0.427026,0.285709,0.287265
RG117,low,M_0,0.333333,0.333333,0.333333
RG117,low,M_rho,0.384859,0.307,0.308141
RG117,low,"M_rho,beta",0.364115,0.318309,0.317577
RG117,low,M_star,0.280608,0.359696,0.359696
RG117,low,M_cluster,0.443616,0.278192,0.278192
RG118,high,M_exact,0.855589,0.085908,0.058503
RG118,high,M_0,0.333333,0.333333,0.333333
RG118,high,M_rho,0.549718,0.228959,0.221324
RG118,high,"M_rho,beta",0.410069,0.293428,0.296503
RG118,high,M_star,0.158388,0.683224,0.158388
RG118,high,M_cluster,0.378743,0.237897,0.383359
RG118,medium,M_exact,0.635545,0.246852,0.117603
RG118,medium,M_0,0.333333,0.333333,0.333333
RG118,medium,M_rho,0.420615,0.27964,0.299745
RG118,medium,"M_rho,beta",0.375421,0.299028,0.325552
RG118,medium,M_star,0.268907,0.462186,0.268907
RG118,medium,M_cluster,0.353105,0.27979,0.367105
RG118,low,M_exact,0.402487,0.319088,0.278425
RG118,low,M_0,0.333333,0.333333,0.333333
RG118,low,M_rho,0.350271,0.315151,0.334578
RG118,low,"M_rho,beta",0.34195,0.320798,0.337252
RG118,low,M_star,0.319266,0.361468,0.319266
RG118,low,M_cluster,0.340158,0.318283,0.341559
RG119,high,M_exact,0.033031,0.916568,0.050401
RG119,high,M_0,0.333333,0.333333,0.333333
RG119,high,M_rho,0.116907,0.590519,0.292574
RG119,high,"M_rho,beta",0.231724,0.43724,0.331036
RG119,high,M_star,0.683224,0.158388,0.158388
RG119,high,M_cluster,0.033031,0.916568,0.050401
RG119,medium,M_exact,0.167001,0.67457,0.158429
RG119,medium,M_0,0.333333,0.333333,0.333333
RG119,medium,M_rho,0.22812,0.451878,0.320002
RG119,medium,"M_rho,beta",0.27151,0.395839,0.332651
RG119,medium,M_star,0.462186,0.268907,0.268907
RG119,medium,M_cluster,0.167001,0.67457,0.158429
RG119,low,M_exact,0.307791,0.409025,0.283185
RG119,low,M_0,0.333333,0.333333,0.333333
RG119,low,M_rho,0.313599,0.358447,0.327954
RG119,low,"M_rho,beta",0.321699,0.346967,0.331334
RG119,low,M_star,0.361468,0.319266,0.319266
RG119,low,M_cluster,0.307791,0.409025,0.283185
RG120,high,M_exact,0.903075,0.07163,0.025295
RG120,high,M_0,0.333333,0.333333,0.333333
RG120,high,M_rho,0.750147,0.134105,0.115748
RG120,high,"M_rho,beta",0.540259,0.237481,0.22226
RG120,high,M_star,0.026168,0.486916,0.486916
RG120,high,M_cluster,0.829087,0.087839,0.083073
RG120,medium,M_exact,0.580177,0.222217,0.197606
RG120,medium,M_0,0.333333,0.333333,0.333333
RG120,medium,M_rho,0.500159,0.253661,0.24618
RG120,medium,"M_rho,beta",0.435477,0.286324,0.278198
RG120,medium,M_star,0.144755,0.427623,0.427623
RG120,medium,M_cluster,0.585587,0.20805,0.206362
RG120,low,M_exact,0.384609,0.308768,0.306623
RG120,low,M_0,0.333333,0.333333,0.333333
RG120,low,M_rho,0.368624,0.316048,0.315328
RG120,low,"M_rho,beta",0.355985,0.32302,0.320995
RG120,low,M_star,0.280608,0.359696,0.359696
RG120,low,M_cluster,0.403507,0.298323,0.29817
RG121,high,M_exact,0.017496,0.941266,0.041238
RG121,high,M_0,0.333333,0.333333,0.333333
RG121,high,M_rho,0.052484,0.850328,0.097188
RG121,high,"M_rho,beta",0.167134,0.622099,0.210767
RG121,high,M_star,0.486916,0.026168,0.486916
RG121,high,M_cluster,0.021109,0.968916,0.009975
RG121,medium,M_exact,0.1601,0.645084,0.194816
RG121,medium,M_0,0.333333,0.333333,0.333333
RG121,medium,M_rho,0.196758,0.570853,0.232389
RG121,medium,"M_rho,beta",0.24514,0.480969,0.273891
RG121,medium,M_star,0.427623,0.144755,0.427623
RG121,medium,M_cluster,0.090873,0.791115,0.118012
RG121,low,M_exact,0.301382,0.392956,0.305662
RG121,low,M_0,0.333333,0.333333,0.333333
RG121,low,M_rho,0.308119,0.380078,0.311802
RG121,low,"M_rho,beta",0.316717,0.363236,0.320047
RG121,low,M_star,0.359696,0.280608,0.359696
RG121,low,M_cluster,0.270421,0.452306,0.277273
RG122,high,M_exact,0.851292,0.089969,0.058739
RG122,high,M_0,0.333333,0.333333,0.333333
RG122,high,M_rho,0.57936,0.258703,0.161937
RG122,high,"M_rho,beta",0.422222,0.321179,0.256599
RG122,high,M_star,0.158388,0.158388,0.683224
RG122,high,M_cluster,0.416299,0.429233,0.154467
RG122,medium,M_exact,0.51602,0.256637,0.227343
RG122,medium,M_0,0.333333,0.333333,0.333333
RG122,medium,M_rho,0.416478,0.322764,0.260758
RG122,medium,"M_rho,beta",0.378502,0.338658,0.28284
RG122,medium,M_star,0.268907,0.268907,0.462186
RG122,medium,M_cluster,0.364775,0.38871,0.246515
RG122,low,M_exact,0.35164,0.334155,0.314205
RG122,low,M_0,0.333333,0.333333,0.333333
RG122,low,M_rho,0.34558,0.339397,0.315023
RG122,low,"M_rho,beta",0.341264,0.339157,0.319579
RG122,low,M_star,0.319266,0.319266,0.361468
RG122,low,M_cluster,0.342871,0.345193,0.311936
RG123,high,M_exact,0.041835,0.907385,0.05078
RG123,high,M_0,0.333333,0.333333,0.333333
RG123,high,M_rho,0.107098,0.708065,0.184837
RG123,high,"M_rho,beta",0.220692,0.500349,0.278959
RG123,high,M_star,0.683224,0.158388,0.158388
RG123,high,M_cluster,0.030321,0.938078,0.031601
RG123,medium,M_exact,0.192552,0.60782,0.199629
RG123,medium,M_0,0.333333,0.333333,0.333333
RG123,medium,M_rho,0.233165,0.486107,0.280728
RG123,medium,"M_rho,beta",0.270193,0.418929,0.310878
RG123,medium,M_star,0.462186,0.268907,0.268907
RG123,medium,M_cluster,0.141742,0.730105,0.128153
RG123,low,M_exact,0.3113,0.375588,0.313112
RG123,low,M_0,0.333333,0.333333,0.333333
RG123,low,M_rho,0.315551,0.356549,0.3279
RG123,low,"M_rho,beta",0.321937,0.346577,0.331485
RG123,low,M_star,0.361468,0.319266,0.319266
RG123,low,M_cluster,0.305443,0.414892,0.279666
RG124,high,M_exact,0.197504,0.320846,0.48165
RG124,high,M_0,0.013192,0.107689,0.879119
RG124,high,M_rho,0.049445,0.131907,0.818648
RG124,high,"M_rho,beta",0.056661,0.157708,0.78563
RG124,high,M_star,0.003371,0.02752,0.969108
RG124,high,M_cluster,0.197504,0.320846,0.48165
RG124,medium,M_exact,0.240079,0.345572,0.414349
RG124,medium,M_0,0.147511,0.288448,0.564041
RG124,medium,M_rho,0.197697,0.306502,0.495801
RG124,medium,"M_rho,beta",0.20149,0.301711,0.4968
RG124,medium,M_star,0.104959,0.205241,0.689799
RG124,medium,M_cluster,0.240079,0.345572,0.414349
RG124,low,M_exact,0.299266,0.338349,0.362386
RG124,low,M_0,0.284815,0.330853,0.384332
RG124,low,M_rho,0.293855,0.334733,0.371413
RG124,low,"M_rho,beta",0.297003,0.332599,0.370399
RG124,low,M_star,0.271045,0.314857,0.414097
RG124,low,M_cluster,0.299266,0.338349,0.362386
RG125,high,M_exact,0.01573,0.968541,0.01573
RG125,high,M_0,0.333333,0.333333,0.333333
RG125,high,M_rho,0.06362,0.872761,0.06362
RG125,high,"M_rho,beta",0.182904,0.634193,0.182904
RG125,high,M_star,0.486916,0.026168,0.486916
RG125,high,M_cluster,0.037648,0.924704,0.037648
RG125,medium,M_exact,0.137047,0.725906,0.137047
RG125,medium,M_0,0.333333,0.333333,0.333333
RG125,medium,M_rho,0.202958,0.594084,0.202958
RG125,medium,"M_rho,beta",0.255526,0.488948,0.255526
RG125,medium,M_star,0.427623,0.144755,0.427623
RG125,medium,M_cluster,0.161774,0.676451,0.161774
RG125,low,M_exact,0.290396,0.419208,0.290396
RG125,low,M_0,0.333333,0.333333,0.333333
RG125,low,M_rho,0.306583,0.386834,0.306583
RG125,low,"M_rho,beta",0.317338,0.365324,0.317338
RG125,low,M_star,0.359696,0.280608,0.359696
RG125,low,M_cluster,0.293712,0.412576,0.293712
RG126,high,M_exact,0.029294,0.912359,0.058347
RG126,high,M_0,0.333333,0.333333,0.333333
RG126,high,M_rho,0.156851,0.692515,0.150634
RG126,high,"M_rho,beta",0.267316,0.476361,0.256323
RG126,high,M_star,0.158388,0.158388,0.683224
RG126,high,M_cluster,0.172299,0.619727,0.207974
RG126,medium,M_exact,0.115833,0.657287,0.22688
RG126,medium,M_0,0.333333,0.333333,0.333333
RG126,medium,M_rho,0.252217,0.504668,0.243115
RG126,medium,"M_rho,beta",0.294339,0.426558,0.279104
RG126,medium,M_star,0.268907,0.268907,0.462186
RG126,medium,M_cluster,0.147624,0.574302,0.278074
RG126,low,M_exact,0.273322,0.411989,0.31469
RG126,low,M_0,0.333333,0.333333,0.333333
RG126,low,M_rho,0.317811,0.370138,0.31205
RG126,low,"M_rho,beta",0.326371,0.353646,0.319983
RG126,low,M_star,0.319266,0.319266,0.361468
RG126,low,M_cluster,0.277055,0.403187,0.319758
RG127,high,M_exact,0.034948,0.930103,0.034948
RG127,high,M_0,0.333333,0.333333,0.333333
RG127,high,M_rho,0.123953,0.752095,0.123953
RG127,high,"M_rho,beta",0.242272,0.515456,0.242272
RG127,high,M_star,0.486916,0.026168,0.486916
RG127,high,M_cluster,0.034948,0.930103,0.034948
RG127,medium,M_exact,0.148249,0.703501,0.148249
RG127,medium,M_0,0.333333,0.333333,0.333333
RG127,medium,M_rho,0.231762,0.536477,0.231762
RG127,medium,"M_rho,beta",0.278118,0.443764,0.278118
RG127,medium,M_star,0.427623,0.144755,0.427623
RG127,medium,M_cluster,0.148249,0.703501,0.148249
RG127,low,M_exact,0.292725,0.41455,0.292725
RG127,low,M_0,0.333333,0.333333,0.333333
RG127,low,M_rho,0.312334,0.375331,0.312334
RG127,low,"M_rho,beta",0.321585,0.35683,0.321585
RG127,low,M_star,0.359696,0.280608,0.359696
RG127,low,M_cluster,0.292725,0.41455,0.292725
RG128,high,M_exact,0.856744,0.084614,0.058642
RG128,high,M_0,0.333333,0.333333,0.333333
RG128,high,M_rho,0.583298,0.214978,0.201725
RG128,high,"M_rho,beta",0.435261,0.284212,0.280526
RG128,high,M_star,0.158388,0.683224,0.158388
RG128,high,M_cluster,0.856744,0.084614,0.058642
RG128,medium,M_exact,0.623821,0.237553,0.138627
RG128,medium,M_0,0.333333,0.333333,0.333333
RG128,medium,M_rho,0.44516,0.277576,0.277264
RG128,medium,"M_rho,beta",0.393202,0.299055,0.307742
RG128,medium,M_star,0.268907,0.462186,0.268907
RG128,medium,M_cluster,0.623821,0.237553,0.138627
RG128,low,M_exact,0.403987,0.316007,0.280007
RG128,low,M_0,0.333333,0.333333,0.333333
RG128,low,M_rho,0.357558,0.318137,0.324305
RG128,low,"M_rho,beta",0.346521,0.32313,0.330348
RG128,low,M_star,0.319266,0.361468,0.319266
RG128,low,M_cluster,0.403987,0.316007,0.280007
RG129,high,M_exact,0.720337,0.190103,0.08956
RG129,high,M_0,0.333333,0.333333,0.333333
RG129,high,M_rho,0.541498,0.308044,0.150458
RG129,high,"M_rho,beta",0.418106,0.33101,0.250884
RG129,high,M_star,0.158388,0.158388,0.683224
RG129,high,M_cluster,0.720337,0.190103,0.08956
RG129,medium,M_exact,0.428663,0.341588,0.229749
RG129,medium,M_0,0.333333,0.333333,0.333333
RG129,medium,M_rho,0.394301,0.348125,0.257574
RG129,medium,"M_rho,beta",0.369664,0.341811,0.288524
RG129,medium,M_star,0.268907,0.268907,0.462186
RG129,medium,M_cluster,0.428663,0.341588,0.229749
RG129,low,M_exact,0.345227,0.340196,0.314577
RG129,low,M_0,0.333333,0.333333,0.333333
RG129,low,M_rho,0.341381,0.338487,0.320132
RG129,low,"M_rho,beta",0.338764,0.335731,0.325506
RG129,low,M_star,0.319266,0.319266,0.361468
RG129,low,M_cluster,0.345227,0.340196,0.314577
RG130,high,M_exact,0.070013,0.899058,0.030929
RG130,high,M_0,0.333333,0.333333,0.333333
RG130,high,M_rho,0.137326,0.744752,0.117922
RG130,high,"M_rho,beta",0.244666,0.516515,0.238819
RG130,high,M_star,0.486916,0.026168,0.486916
RG130,high,M_cluster,0.045291,0.922404,0.032305
RG130,medium,M_exact,0.225378,0.603336,0.171286
RG130,medium,M_0,0.333333,0.333333,0.333333
RG130,medium,M_rho,0.252787,0.517536,0.229676
RG130,medium,"M_rho,beta",0.284071,0.439947,0.275982
RG130,medium,M_star,0.427623,0.144755,0.427623
RG130,medium,M_cluster,0.146558,0.695693,0.15775
RG130,low,M_exact,0.309599,0.386025,0.304376
RG130,low,M_0,0.333333,0.333333,0.333333
RG130,low,M_rho,0.316178,0.369735,0.314087
RG130,low,"M_rho,beta",0.32259,0.355237,0.322173
RG130,low,M_star,0.359696,0.280608,0.359696
RG130,low,M_cluster,0.292643,0.412566,0.294791
RG131,high,M_exact,0.016659,0.966681,0.016659
RG131,high,M_0,0.333333,0.333333,0.333333
RG131,high,M_rho,0.065859,0.868283,0.065859
RG131,high,"M_rho,beta",0.183871,0.632258,0.183871
RG131,high,M_star,0.486916,0.026168,0.486916
RG131,high,M_cluster,0.056782,0.886437,0.056782
RG131,medium,M_exact,0.139993,0.720014,0.139993
RG131,medium,M_0,0.333333,0.333333,0.333333
RG131,medium,M_rho,0.206837,0.586327,0.206837
RG131,medium,"M_rho,beta",0.257415,0.48517,0.257415
RG131,medium,M_star,0.427623,0.144755,0.427623
RG131,medium,M_cluster,0.1984,0.6032,0.1984
RG131,low,M_exact,0.291358,0.417284,0.291358
RG131,low,M_0,0.333333,0.333333,0.333333
RG131,low,M_rho,0.307877,0.384245,0.307877
RG131,low,"M_rho,beta",0.318015,0.363971,0.318015
RG131,low,M_star,0.359696,0.280608,0.359696
RG131,low,M_cluster,0.304304,0.391392,0.304304
RG132,high,M_exact,0.468877,0.468877,0.062246
RG132,high,M_0,0.333333,0.333333,0.333333
RG132,high,M_rho,0.440022,0.440022,0.119955
RG132,high,"M_rho,beta",0.391037,0.391037,0.217926
RG132,high,M_star,0.158388,0.158388,0.683224
RG132,high,M_cluster,0.387108,0.387108,0.225785
RG132,medium,M_exact,0.393277,0.393277,0.213447
RG132,medium,M_0,0.333333,0.333333,0.333333
RG132,medium,M_rho,0.379825,0.379825,0.240351
RG132,medium,"M_rho,beta",0.365993,0.365993,0.268014
RG132,medium,M_star,0.268907,0.268907,0.462186
RG132,medium,M_cluster,0.358578,0.358578,0.282843
RG132,low,M_exact,0.344688,0.344688,0.310623
RG132,low,M_0,0.333333,0.333333,0.333333
RG132,low,M_rho,0.34381,0.34381,0.312379
RG132,low,"M_rho,beta",0.340853,0.340853,0.318295
RG132,low,M_star,0.319266,0.319266,0.361468
RG132,low,M_cluster,0.338349,0.338349,0.323302
RG133,high,M_exact,0.048973,0.87375,0.077278
RG133,high,M_0,0.333333,0.333333,0.333333
RG133,high,M_rho,0.128874,0.702041,0.169085
RG133,high,"M_rho,beta",0.242093,0.498668,0.259239
RG133,high,M_star,0.158388,0.158388,0.683224
RG133,high,M_cluster,0.042109,0.871824,0.086067
RG133,medium,M_exact,0.192897,0.565098,0.242006
RG133,medium,M_0,0.333333,0.333333,0.333333
RG133,medium,M_rho,0.258151,0.481776,0.260073
RG133,medium,"M_rho,beta",0.29298,0.417798,0.289223
RG133,medium,M_star,0.268907,0.268907,0.462186
RG133,medium,M_cluster,0.103207,0.64828,0.248513
RG133,low,M_exact,0.310649,0.365199,0.324151
RG133,low,M_0,0.333333,0.333333,0.333333
RG133,low,M_rho,0.32544,0.35568,0.31888
RG133,low,"M_rho,beta",0.329491,0.346401,0.324108
RG133,low,M_star,0.319266,0.319266,0.361468
RG133,low,M_cluster,0.274071,0.405281,0.320648
RG134,high,M_exact,0.780226,0.134006,0.085768
RG134,high,M_0,0.333333,0.333333,0.333333
RG134,high,M_rho,0.551033,0.301127,0.147841
RG134,high,"M_rho,beta",0.420538,0.32954,0.249921
RG134,high,M_star,0.158388,0.158388,0.683224
RG134,high,M_cluster,0.780226,0.134006,0.085768
RG134,medium,M_exact,0.44421,0.302535,0.253254
RG134,medium,M_0,0.333333,0.333333,0.333333
RG134,medium,M_rho,0.398453,0.342177,0.25937
RG134,medium,"M_rho,beta",0.371201,0.339933,0.288866
RG134,medium,M_star,0.268907,0.268907,0.462186
RG134,medium,M_cluster,0.44421,0.302535,0.253254
RG134,low,M_exact,0.340927,0.332366,0.326708
RG134,low,M_0,0.333333,0.333333,0.333333
RG134,low,M_rho,0.34082,0.33723,0.32195
RG134,low,"M_rho,beta",0.33859,0.33529,0.326119
RG134,low,M_star,0.319266,0.319266,0.361468
RG134,low,M_cluster,0.340927,0.332366,0.326708
RG135,high,M_exact,0.020787,0.936633,0.04258
RG135,high,M_0,0.333333,0.333333,0.333333
RG135,high,M_rho,0.069574,0.82897,0.101456
RG135,high,"M_rho,beta",0.18439,0.603359,0.212251
RG135,high,M_star,0.486916,0.026168,0.486916
RG135,high,M_cluster,0.025977,0.959451,0.014572
RG135,medium,M_exact,0.172328,0.627536,0.200137
RG135,medium,M_0,0.333333,0.333333,0.333333
RG135,medium,M_rho,0.219822,0.539103,0.241075
RG135,medium,"M_rho,beta",0.263343,0.457668,0.278989
RG135,medium,M_star,0.427623,0.144755,0.427623
RG135,medium,M_cluster,0.140649,0.703446,0.155905
RG135,low,M_exact,0.304435,0.388109,0.307456
RG135,low,M_0,0.333333,0.333333,0.333333
RG135,low,M_rho,0.313344,0.371284,0.315372
RG135,low,"M_rho,beta",0.320841,0.356618,0.322541
RG135,low,M_star,0.359696,0.280608,0.359696
RG135,low,M_cluster,0.292286,0.412865,0.294849
RG136,high,M_exact,0.852243,0.088491,0.059266
RG136,high,M_0,0.333333,0.333333,0.333333
RG136,high,M_rho,0.611303,0.235525,0.153172
RG136,high,"M_rho,beta",0.447123,0.303808,0.249069
RG136,high,M_star,0.158388,0.158388,0.683224
RG136,high,M_cluster,0.672038,0.224355,0.103607
RG136,medium,M_exact,0.536845,0.238586,0.224569
RG136,medium,M_0,0.333333,0.333333,0.333333
RG136,medium,M_rho,0.439932,0.299365,0.260703
RG136,medium,"M_rho,beta",0.395268,0.320677,0.284055
RG136,medium,M_star,0.268907,0.268907,0.462186
RG136,medium,M_cluster,0.565754,0.215579,0.218667
RG136,low,M_exact,0.369599,0.31685,0.313551
RG136,low,M_0,0.333333,0.333333,0.333333
RG136,low,M_rho,0.353156,0.329166,0.317678
RG136,low,"M_rho,beta",0.345771,0.332317,0.321911
RG136,low,M_star,0.319266,0.319266,0.361468
RG136,low,M_cluster,0.399536,0.289001,0.311463
RG137,high,M_exact,0.040807,0.857542,0.101651
RG137,high,M_0,0.333333,0.333333,0.333333
RG137,high,M_rho,0.121318,0.681811,0.19687
RG137,high,"M_rho,beta",0.236219,0.486439,0.277342
RG137,high,M_star,0.486916,0.026168,0.486916
RG137,high,M_cluster,0.040807,0.857542,0.101651
RG137,medium,M_exact,0.192659,0.549741,0.2576
RG137,medium,M_0,0.333333,0.333333,0.333333
RG137,medium,M_rho,0.242274,0.474131,0.283596
RG137,medium,"M_rho,beta",0.281616,0.413635,0.304749
RG137,medium,M_star,0.427623,0.144755,0.427623
RG137,medium,M_cluster,0.192659,0.549741,0.2576
RG137,low,M_exact,0.311554,0.370667,0.317779
RG137,low,M_0,0.333333,0.333333,0.333333
RG137,low,M_rho,0.318939,0.358554,0.322507
RG137,low,"M_rho,beta",0.324896,0.348255,0.326848
RG137,low,M_star,0.359696,0.280608,0.359696
RG137,low,M_cluster,0.311554,0.370667,0.317779
RG138,high,M_exact,0.077302,0.843729,0.078969
RG138,high,M_0,0.333333,0.333333,0.333333
RG138,high,M_rho,0.166663,0.645076,0.188262
RG138,high,"M_rho,beta",0.254314,0.470441,0.275245
RG138,high,M_star,0.683224,0.158388,0.158388
RG138,high,M_cluster,0.077302,0.843729,0.078969
RG138,medium,M_exact,0.238777,0.5087,0.252524
RG138,medium,M_0,0.333333,0.333333,0.333333
RG138,medium,M_rho,0.265598,0.438204,0.296198
RG138,medium,"M_rho,beta",0.291813,0.391526,0.316661
RG138,medium,M_star,0.462186,0.268907,0.268907
RG138,medium,M_cluster,0.238777,0.5087,0.252524
RG138,low,M_exact,0.321885,0.348417,0.329698
RG138,low,M_0,0.333333,0.333333,0.333333
RG138,low,M_rho,0.321977,0.344044,0.333979
RG138,low,"M_rho,beta",0.326191,0.339217,0.334593
RG138,low,M_star,0.361468,0.319266,0.319266
RG138,low,M_cluster,0.321885,0.348417,0.329698
RG139,high,M_exact,0.045871,0.908258,0.045871
RG139,high,M_0,0.333333,0.333333,0.333333
RG139,high,M_rho,0.105337,0.789326,0.105337
RG139,high,"M_rho,beta",0.212213,0.575575,0.212213
RG139,high,M_star,0.486916,0.026168,0.486916
RG139,high,M_cluster,0.045871,0.908258,0.045871
RG139,medium,M_exact,0.215206,0.569589,0.215206
RG139,medium,M_0,0.333333,0.333333,0.333333
RG139,medium,M_rho,0.251345,0.497311,0.251345
RG139,medium,"M_rho,beta",0.284115,0.43177,0.284115
RG139,medium,M_star,0.427623,0.144755,0.427623
RG139,medium,M_cluster,0.215206,0.569589,0.215206
RG139,low,M_exact,0.313872,0.372255,0.313872
RG139,low,M_0,0.333333,0.333333,0.333333
RG139,low,M_rho,0.319956,0.360088,0.319956
RG139,low,"M_rho,beta",0.325201,0.349598,0.325201
RG139,low,M_star,0.359696,0.280608,0.359696
RG139,low,M_cluster,0.313872,0.372255,0.313872
RG140,high,M_exact,0.079458,0.841084,0.079458
RG140,high,M_0,0.333333,0.333333,0.333333
RG140,high,M_rho,0.116152,0.767696,0.116152
RG140,high,"M_rho,beta",0.217906,0.564187,0.217906
RG140,high,M_star,0.486916,0.026168,0.486916
RG140,high,M_cluster,0.079458,0.841084,0.079458
RG140,medium,M_exact,0.23302,0.53396,0.23302
RG140,medium,M_0,0.333333,0.333333,0.333333
RG140,medium,M_rho,0.258412,0.483176,0.258412
RG140,medium,"M_rho,beta",0.287756,0.424488,0.287756
RG140,medium,M_star,0.427623,0.144755,0.427623
RG140,medium,M_cluster,0.23302,0.53396,0.23302
RG140,low,M_exact,0.315412,0.369176,0.315412
RG140,low,M_0,0.333333,0.333333,0.333333
RG140,low,M_rho,0.320972,0.358056,0.320972
RG140,low,"M_rho,beta",0.325777,0.348446,0.325777
RG140,low,M_star,0.359696,0.280608,0.359696
RG140,low,M_cluster,0.315412,0.369176,0.315412
RG141,high,M_exact,0.863978,0.068011,0.068011
RG141,high,M_0,0.333333,0.333333,0.333333
RG141,high,M_rho,0.732719,0.133641,0.133641
RG141,high,"M_rho,beta",0.544895,0.227552,0.227552
RG141,high,M_star,0.026168,0.486916,0.486916
RG141,high,M_cluster,0.863978,0.068011,0.068011
RG141,medium,M_exact,0.522081,0.23896,0.23896
RG141,medium,M_0,0.333333,0.333333,0.333333
RG141,medium,M_rho,0.465928,0.267036,0.267036
RG141,medium,"M_rho,beta",0.417287,0.291356,0.291356
RG141,medium,M_star,0.144755,0.427623,0.427623
RG141,medium,M_cluster,0.522081,0.23896,0.23896
RG141,low,M_exact,0.368769,0.315616,0.315616
RG141,low,M_0,0.333333,0.333333,0.333333
RG141,low,M_rho,0.357911,0.321045,0.321045
RG141,low,"M_rho,beta",0.349329,0.325336,0.325336
RG141,low,M_star,0.280608,0.359696,0.359696
RG141,low,M_cluster,0.368769,0.315616,0.315616
RG142,high,M_exact,0.892292,0.063219,0.044489
RG142,high,M_0,0.333333,0.333333,0.333333
RG142,high,M_rho,0.769855,0.128766,0.101379
RG142,high,"M_rho,beta",0.570355,0.22723,0.202414
RG142,high,M_star,0.026168,0.486916,0.486916
RG142,high,M_cluster,0.945219,0.022322,0.032459
RG142,medium,M_exact,0.573544,0.221286,0.20517
RG142,medium,M_0,0.333333,0.333333,0.333333
RG142,medium,M_rho,0.503769,0.255259,0.240972
RG142,medium,"M_rho,beta",0.441603,0.285151,0.273247
RG142,medium,M_star,0.144755,0.427623,0.427623
RG142,medium,M_cluster,0.658387,0.175338,0.166275
RG142,low,M_exact,0.38429,0.30864,0.307069
RG142,low,M_0,0.333333,0.333333,0.333333
RG142,low,M_rho,0.36894,0.316171,0.314889
RG142,low,"M_rho,beta",0.356458,0.322393,0.32115
RG142,low,M_star,0.280608,0.359696,0.359696
RG142,low,M_cluster,0.409921,0.295711,0.294368
RG143,high,M_exact,0.040873,0.897823,0.061304
RG143,high,M_0,0.333333,0.333333,0.333333
RG143,high,M_rho,0.085118,0.791286,0.123596
RG143,high,"M_rho,beta",0.186681,0.587796,0.225523
RG143,high,M_star,0.486916,0.026168,0.486916
RG143,high,M_cluster,0.025287,0.959373,0.015341
RG143,medium,M_exact,0.195258,0.589384,0.215358
RG143,medium,M_0,0.333333,0.333333,0.333333
RG143,medium,M_rho,0.221716,0.53266,0.245624
RG143,medium,"M_rho,beta",0.257391,0.4634,0.279209
RG143,medium,M_star,0.427623,0.144755,0.427623
RG143,medium,M_cluster,0.117331,0.749048,0.133621
RG143,low,M_exact,0.304439,0.388902,0.306659
RG143,low,M_0,0.333333,0.333333,0.333333
RG143,low,M_rho,0.310061,0.377554,0.312385
RG143,low,"M_rho,beta",0.317219,0.363131,0.31965
RG143,low,M_star,0.359696,0.280608,0.359696
RG143,low,M_cluster,0.273561,0.449292,0.277147
RG144,high,M_exact,0.038337,0.922191,0.039472
RG144,high,M_0,0.333333,0.333333,0.333333
RG144,high,M_rho,0.082842,0.824078,0.09308
RG144,high,"M_rho,beta",0.186366,0.613801,0.199833
RG144,high,M_star,0.486916,0.026168,0.486916
RG144,high,M_cluster,0.026331,0.946124,0.027545
RG144,medium,M_exact,0.180558,0.637093,0.182349
RG144,medium,M_0,0.333333,0.333333,0.333333
RG144,medium,M_rho,0.212171,0.567449,0.22038
RG144,medium,"M_rho,beta",0.251269,0.488249,0.260482
RG144,medium,M_star,0.427623,0.144755,0.427623
RG144,medium,M_cluster,0.129079,0.739066,0.131855
RG144,low,M_exact,0.297447,0.404705,0.297848
RG144,low,M_0,0.333333,0.333333,0.333333
RG144,low,M_rho,0.30537,0.388361,0.306269
RG144,low,"M_rho,beta",0.314125,0.370639,0.315236
RG144,low,M_star,0.359696,0.280608,0.359696
RG144,low,M_cluster,0.281422,0.436415,0.282163
RG145,high,M_exact,0.03778,0.92444,0.03778
RG145,high,M_0,0.333333,0.333333,0.333333
RG145,high,M_rho,0.08068,0.83864,0.08068
RG145,high,"M_rho,beta",0.184909,0.630183,0.184909
RG145,high,M_star,0.486916,0.026168,0.486916
