graph_id,evidence_level,family,p_R,p_G,p_B
RG058,medium,M_star,0.477735,0.277954,0.244311
RG058,medium,M_cluster,0.241817,0.634519,0.123664
RG058,low,M_exact,0.308875,0.41771,0.273415
RG058,low,M_0,0.349546,0.349546,0.300907
RG058,low,M_rho,0.324741,0.392482,0.282777
RG058,low,"M_rho,beta",0.335251,0.37216,0.292589
RG058,low,M_star,0.364418,0.321872,0.31371
RG058,low,M_cluster,0.31679,0.410501,0.272709
RG059,high,M_exact,0.040788,0.002048,0.957164
RG059,high,M_0,0.471143,0.057714,0.471143
RG059,high,M_rho,0.111385,0.007908,0.880707
RG059,high,"M_rho,beta",0.279258,0.040241,0.680501
RG059,high,M_star,0.738377,0.090449,0.171174
RG059,high,M_cluster,0.210294,0.029647,0.760059
RG059,medium,M_exact,0.187029,0.073697,0.739274
RG059,medium,M_0,0.398185,0.20363,0.398185
RG059,medium,M_rho,0.236616,0.105378,0.658006
RG059,medium,"M_rho,beta",0.299819,0.148648,0.551533
RG059,medium,M_star,0.477735,0.244311,0.277954
RG059,medium,M_cluster,0.239393,0.131577,0.62903
RG059,low,M_exact,0.31203,0.261349,0.426621
RG059,low,M_0,0.349546,0.300907,0.349546
RG059,low,M_rho,0.321923,0.273564,0.404513
RG059,low,"M_rho,beta",0.332347,0.286672,0.380981
RG059,low,M_star,0.364418,0.31371,0.321872
RG059,low,M_cluster,0.315634,0.274939,0.409427
RG060,high,M_exact,0.042456,0.954224,0.003319
RG060,high,M_0,0.471143,0.471143,0.057714
RG060,high,M_rho,0.118454,0.869082,0.012465
RG060,high,"M_rho,beta",0.285199,0.666248,0.048553
RG060,high,M_star,0.738377,0.171174,0.090449
RG060,high,M_cluster,0.161525,0.825044,0.01343
RG060,medium,M_exact,0.191986,0.727448,0.080566
RG060,medium,M_0,0.398185,0.398185,0.20363
RG060,medium,M_rho,0.252268,0.626844,0.120887
RG060,medium,"M_rho,beta",0.31093,0.523246,0.165824
RG060,medium,M_star,0.477735,0.277954,0.244311
RG060,medium,M_cluster,0.217925,0.676954,0.105121
RG060,low,M_exact,0.313465,0.421554,0.264981
RG060,low,M_0,0.349546,0.349546,0.300907
RG060,low,M_rho,0.326773,0.393687,0.27954
RG060,low,"M_rho,beta",0.335655,0.372282,0.292063
RG060,low,M_star,0.364418,0.321872,0.31371
RG060,low,M_cluster,0.316259,0.413417,0.270324
RG061,high,M_exact,0.072766,0.920955,0.006279
RG061,high,M_0,0.471143,0.471143,0.057714
RG061,high,M_rho,0.136672,0.843459,0.019869
RG061,high,"M_rho,beta",0.294229,0.648412,0.057359
RG061,high,M_star,0.738377,0.171174,0.090449
RG061,high,M_cluster,0.049132,0.943829,0.007038
RG061,medium,M_exact,0.24939,0.644479,0.106131
RG061,medium,M_0,0.398185,0.398185,0.20363
RG061,medium,M_rho,0.280134,0.57763,0.142236
RG061,medium,"M_rho,beta",0.324121,0.494462,0.181417
RG061,medium,M_star,0.477735,0.277954,0.244311
RG061,medium,M_cluster,0.16256,0.7308,0.106641
RG061,low,M_exact,0.329509,0.39143,0.279061
RG061,low,M_0,0.349546,0.349546,0.300907
RG061,low,M_rho,0.334395,0.378393,0.287212
RG061,low,"M_rho,beta",0.339571,0.363707,0.296722
RG061,low,M_star,0.364418,0.321872,0.31371
RG061,low,M_cluster,0.31219,0.415309,0.272501
RG062,high,M_exact,0.007838,0.136469,0.855693
RG062,high,M_0,0.057714,0.471143,0.471143
RG062,high,M_rho,0.017207,0.261409,0.721385
RG062,high,"M_rho,beta",0.05511,0.37065,0.57424
RG062,high,M_star,0.090449,0.738377,0.171174
RG062,high,M_cluster,0.007838,0.136469,0.855693
RG062,medium,M_exact,0.109492,0.318278,0.572231
RG062,medium,M_0,0.20363,0.398185,0.398185
RG062,medium,M_rho,0.13944,0.344056,0.516504
RG062,medium,"M_rho,beta",0.180587,0.362708,0.456705
RG062,medium,M_star,0.244311,0.477735,0.277954
RG062,medium,M_cluster,0.109492,0.318278,0.572231
RG062,low,M_exact,0.283379,0.342045,0.374575
RG062,low,M_0,0.300907,0.349546,0.349546
RG062,low,M_rho,0.290117,0.343599,0.366283
RG062,low,"M_rho,beta",0.299187,0.344354,0.356459
RG062,low,M_star,0.31371,0.364418,0.321872
RG062,low,M_cluster,0.283379,0.342045,0.374575
RG063,high,M_exact,0.091257,0.004376,0.904368
RG063,high,M_0,0.471143,0.057714,0.471143
RG063,high,M_rho,0.245333,0.011546,0.743121
RG063,high,"M_rho,beta",0.364478,0.047293,0.588229
RG063,high,M_star,0.738377,0.090449,0.171174
RG063,high,M_cluster,0.089348,0.002366,0.908286
RG063,medium,M_exact,0.261562,0.073951,0.664487
RG063,medium,M_0,0.398185,0.20363,0.398185
RG063,medium,M_rho,0.324116,0.122144,0.55374
RG063,medium,"M_rho,beta",0.353765,0.167489,0.478746
RG063,medium,M_star,0.477735,0.244311,0.277954
RG063,medium,M_cluster,0.254738,0.06087,0.684392
RG063,low,M_exact,0.326205,0.264844,0.40895
RG063,low,M_0,0.349546,0.300907,0.349546
RG063,low,M_rho,0.337939,0.283734,0.378327
RG063,low,"M_rho,beta",0.341451,0.295282,0.363266
RG063,low,M_star,0.364418,0.31371,0.321872
RG063,low,M_cluster,0.32299,0.258864,0.418147
RG064,high,M_exact,0.106853,0.875795,0.017351
RG064,high,M_0,0.471143,0.471143,0.057714
RG064,high,M_rho,0.206534,0.756228,0.037238
RG064,high,"M_rho,beta",0.350027,0.578133,0.07184
RG064,high,M_star,0.738377,0.171174,0.090449
RG064,high,M_cluster,0.106853,0.875795,0.017351
RG064,medium,M_exact,0.278961,0.555927,0.165111
RG064,medium,M_0,0.398185,0.398185,0.20363
RG064,medium,M_rho,0.315367,0.501935,0.182699
RG064,medium,"M_rho,beta",0.349686,0.447961,0.202353
RG064,medium,M_star,0.477735,0.277954,0.244311
RG064,medium,M_cluster,0.278961,0.555927,0.165111
RG064,low,M_exact,0.336423,0.371065,0.292512
RG064,low,M_0,0.349546,0.349546,0.300907
RG064,low,M_rho,0.340423,0.364075,0.295501
RG064,low,"M_rho,beta",0.343821,0.356202,0.299977
RG064,low,M_star,0.364418,0.321872,0.31371
RG064,low,M_cluster,0.336423,0.371065,0.292512
RG065,high,M_exact,0.09277,0.014149,0.893081
RG065,high,M_0,0.471143,0.057714,0.471143
RG065,high,M_rho,0.191716,0.024882,0.783402
RG065,high,"M_rho,beta",0.343532,0.061498,0.59497
RG065,high,M_star,0.738377,0.090449,0.171174
RG065,high,M_cluster,0.303459,0.036757,0.659784
RG065,medium,M_exact,0.272819,0.161137,0.566043
RG065,medium,M_0,0.398185,0.20363,0.398185
RG065,medium,M_rho,0.299321,0.164304,0.536376
RG065,medium,"M_rho,beta",0.340402,0.187706,0.471892
RG065,medium,M_star,0.477735,0.244311,0.277954
RG065,medium,M_cluster,0.327726,0.166611,0.505663
RG065,low,M_exact,0.33545,0.291608,0.372942
RG065,low,M_0,0.349546,0.300907,0.349546
RG065,low,M_rho,0.336336,0.290929,0.372735
RG065,low,"M_rho,beta",0.341032,0.29625,0.362718
RG065,low,M_star,0.364418,0.31371,0.321872
RG065,low,M_cluster,0.336761,0.28955,0.373689
RG066,high,M_exact,0.008162,0.065788,0.92605
RG066,high,M_0,0.057714,0.471143,0.471143
RG066,high,M_rho,0.017772,0.179575,0.802653
RG066,high,"M_rho,beta",0.055368,0.330604,0.614028
RG066,high,M_star,0.090449,0.738377,0.171174
RG066,high,M_cluster,0.00672,0.233889,0.759391
RG066,medium,M_exact,0.123917,0.27105,0.605033
RG066,medium,M_0,0.20363,0.398185,0.398185
RG066,medium,M_rho,0.139685,0.296051,0.564264
RG066,medium,"M_rho,beta",0.176352,0.329068,0.494581
RG066,medium,M_star,0.244311,0.477735,0.277954
RG066,medium,M_cluster,0.069807,0.269824,0.660369
RG066,low,M_exact,0.282675,0.330867,0.386458
RG066,low,M_0,0.300907,0.349546,0.349546
RG066,low,M_rho,0.28476,0.332561,0.382679
RG066,low,"M_rho,beta",0.294287,0.335836,0.369878
RG066,low,M_star,0.31371,0.364418,0.321872
RG066,low,M_cluster,0.261869,0.325119,0.413011
RG067,high,M_exact,0.080721,0.005624,0.913655
RG067,high,M_0,0.471143,0.057714,0.471143
RG067,high,M_rho,0.192641,0.013396,0.793964
RG067,high,"M_rho,beta",0.32897,0.048076,0.622953
RG067,high,M_star,0.738377,0.090449,0.171174
RG067,high,M_cluster,0.089976,0.003716,0.906308
RG067,medium,M_exact,0.254503,0.103745,0.641752
RG067,medium,M_0,0.398185,0.20363,0.398185
RG067,medium,M_rho,0.301018,0.131234,0.567748
RG067,medium,"M_rho,beta",0.341052,0.170203,0.488745
RG067,medium,M_star,0.477735,0.244311,0.277954
RG067,medium,M_cluster,0.256663,0.068418,0.67492
RG067,low,M_exact,0.330644,0.277791,0.391565
RG067,low,M_0,0.349546,0.300907,0.349546
RG067,low,M_rho,0.336284,0.285517,0.378199
RG067,low,"M_rho,beta",0.341273,0.294934,0.363793
RG067,low,M_star,0.364418,0.31371,0.321872
RG067,low,M_cluster,0.324143,0.262026,0.41383
RG068,high,M_exact,0.106408,0.008252,0.885341
RG068,high,M_0,0.471143,0.057714,0.471143
RG068,high,M_rho,0.20612,0.020203,0.773678
RG068,high,"M_rho,beta",0.335514,0.05634,0.608146
RG068,high,M_star,0.738377,0.090449,0.171174
RG068,high,M_cluster,0.106408,0.008252,0.885341
RG068,medium,M_exact,0.288067,0.119835,0.592098
RG068,medium,M_0,0.398185,0.20363,0.398185
RG068,medium,M_rho,0.319117,0.149405,0.531478
RG068,medium,"M_rho,beta",0.350079,0.184414,0.465507
RG068,medium,M_star,0.477735,0.244311,0.277954
RG068,medium,M_cluster,0.288067,0.119835,0.592098
RG068,low,M_exact,0.33849,0.28529,0.37622
RG068,low,M_0,0.349546,0.300907,0.349546
RG068,low,M_rho,0.341417,0.291416,0.367167
RG068,low,"M_rho,beta",0.344177,0.298956,0.356867
RG068,low,M_star,0.364418,0.31371,0.321872
RG068,low,M_cluster,0.33849,0.28529,0.37622
RG069,high,M_exact,0.346723,0.326639,0.326639
RG069,high,M_0,0.057714,0.471143,0.471143
RG069,high,M_rho,0.211476,0.394262,0.394262
RG069,high,"M_rho,beta",0.180457,0.409772,0.409772
RG069,high,M_star,0.014,0.493,0.493
RG069,high,M_cluster,0.346723,0.326639,0.326639
RG069,medium,M_exact,0.311667,0.344166,0.344166
RG069,medium,M_0,0.20363,0.398185,0.398185
RG069,medium,M_rho,0.279487,0.360257,0.360257
RG069,medium,"M_rho,beta",0.272787,0.363607,0.363607
RG069,medium,M_star,0.129503,0.435249,0.435249
RG069,medium,M_cluster,0.311667,0.344166,0.344166
RG069,low,M_exact,0.321358,0.339321,0.339321
RG069,low,M_0,0.300907,0.349546,0.349546
RG069,low,M_rho,0.315278,0.342361,0.342361
RG069,low,"M_rho,beta",0.315184,0.342408,0.342408
RG069,low,M_star,0.275453,0.362273,0.362273
RG069,low,M_cluster,0.321358,0.339321,0.339321
RG070,high,M_exact,0.100922,0.016717,0.882361
RG070,high,M_0,0.471143,0.057714,0.471143
RG070,high,M_rho,0.247942,0.043604,0.708454
RG070,high,"M_rho,beta",0.358747,0.07688,0.564373
RG070,high,M_star,0.738377,0.090449,0.171174
RG070,high,M_cluster,0.100922,0.016717,0.882361
RG070,medium,M_exact,0.237847,0.14439,0.617763
RG070,medium,M_0,0.398185,0.20363,0.398185
RG070,medium,M_rho,0.309086,0.179883,0.51103
RG070,medium,"M_rho,beta",0.342009,0.202231,0.45576
RG070,medium,M_star,0.477735,0.244311,0.277954
RG070,medium,M_cluster,0.237847,0.14439,0.617763
RG070,low,M_exact,0.316419,0.276221,0.40736
RG070,low,M_0,0.349546,0.300907,0.349546
RG070,low,M_rho,0.333107,0.289571,0.377322
RG070,low,"M_rho,beta",0.3391,0.296972,0.363928
RG070,low,M_star,0.364418,0.31371,0.321872
RG070,low,M_cluster,0.316419,0.276221,0.40736
RG071,high,M_exact,0.008111,0.089541,0.902347
RG071,high,M_0,0.057714,0.471143,0.471143
RG071,high,M_rho,0.022422,0.262783,0.714795
RG071,high,"M_rho,beta",0.058038,0.374492,0.56747
RG071,high,M_star,0.090449,0.738377,0.171174
RG071,high,M_cluster,0.008111,0.089541,0.902347
RG071,medium,M_exact,0.105553,0.245017,0.64943
RG071,medium,M_0,0.20363,0.398185,0.398185
RG071,medium,M_rho,0.145105,0.322909,0.531987
RG071,medium,"M_rho,beta",0.18108,0.353612,0.465308
RG071,medium,M_star,0.244311,0.477735,0.277954
RG071,medium,M_cluster,0.105553,0.245017,0.64943
RG071,low,M_exact,0.270563,0.318716,0.410721
RG071,low,M_0,0.300907,0.349546,0.349546
RG071,low,M_rho,0.285601,0.335023,0.379376
RG071,low,"M_rho,beta",0.295982,0.33986,0.364158
RG071,low,M_star,0.31371,0.364418,0.321872
RG071,low,M_cluster,0.270563,0.318716,0.410721
RG072,high,M_exact,0.061294,0.006003,0.932703
RG072,high,M_0,0.471143,0.057714,0.471143
RG072,high,M_rho,0.178428,0.017127,0.804445
RG072,high,"M_rho,beta",0.330699,0.054781,0.61452
RG072,high,M_star,0.738377,0.090449,0.171174
RG072,high,M_cluster,0.244117,0.019088,0.736795
RG072,medium,M_exact,0.233563,0.100976,0.665461
RG072,medium,M_0,0.398185,0.20363,0.398185
RG072,medium,M_rho,0.28606,0.13399,0.579949
RG072,medium,"M_rho,beta",0.327661,0.173809,0.49853
RG072,medium,M_star,0.477735,0.244311,0.277954
RG072,medium,M_cluster,0.285646,0.116653,0.597701
RG072,low,M_exact,0.316878,0.269068,0.414054
RG072,low,M_0,0.349546,0.300907,0.349546
RG072,low,M_rho,0.32891,0.2813,0.38979
RG072,low,"M_rho,beta",0.335333,0.293053,0.371613
RG072,low,M_star,0.364418,0.31371,0.321872
RG072,low,M_cluster,0.321243,0.271027,0.407731
RG073,high,M_exact,0.058613,0.937423,0.003964
RG073,high,M_0,0.471143,0.471143,0.057714
RG073,high,M_rho,0.171389,0.814504,0.014108
RG073,high,"M_rho,beta",0.326656,0.623613,0.049731
RG073,high,M_star,0.738377,0.171174,0.090449
RG073,high,M_cluster,0.210294,0.760059,0.029647
RG073,medium,M_exact,0.228122,0.679497,0.092381
RG073,medium,M_0,0.398185,0.398185,0.20363
RG073,medium,M_rho,0.27048,0.610044,0.119476
RG073,medium,"M_rho,beta",0.317955,0.522371,0.159674
RG073,medium,M_star,0.477735,0.277954,0.244311
RG073,medium,M_cluster,0.239393,0.62903,0.131577
RG073,low,M_exact,0.315234,0.419606,0.26516
RG073,low,M_0,0.349546,0.349546,0.300907
RG073,low,M_rho,0.323516,0.40155,0.274933
RG073,low,"M_rho,beta",0.331889,0.38028,0.287831
RG073,low,M_star,0.364418,0.321872,0.31371
RG073,low,M_cluster,0.315634,0.409427,0.274939
RG074,high,M_exact,0.044043,0.005395,0.950561
RG074,high,M_0,0.471143,0.057714,0.471143
RG074,high,M_rho,0.138635,0.016982,0.844383
RG074,high,"M_rho,beta",0.297801,0.054271,0.647927
RG074,high,M_star,0.738377,0.090449,0.171174
RG074,high,M_cluster,0.171473,0.021005,0.807522
RG074,medium,M_exact,0.201875,0.103238,0.694887
RG074,medium,M_0,0.398185,0.20363,0.398185
RG074,medium,M_rho,0.266972,0.136528,0.5965
RG074,medium,"M_rho,beta",0.31708,0.17448,0.50844
RG074,medium,M_star,0.477735,0.244311,0.277954
RG074,medium,M_cluster,0.241817,0.123664,0.634519
RG074,low,M_exact,0.313385,0.269778,0.416837
RG074,low,M_0,0.349546,0.300907,0.349546
RG074,low,M_rho,0.327253,0.281716,0.391031
RG074,low,"M_rho,beta",0.335126,0.292674,0.372201
RG074,low,M_star,0.364418,0.31371,0.321872
RG074,low,M_cluster,0.31679,0.272709,0.410501
RG075,high,M_exact,0.042428,0.004174,0.953398
RG075,high,M_0,0.471143,0.057714,0.471143
RG075,high,M_rho,0.131552,0.012608,0.85584
RG075,high,"M_rho,beta",0.292073,0.04648,0.661447
RG075,high,M_star,0.738377,0.090449,0.171174
RG075,high,M_cluster,0.210294,0.029647,0.760059
RG075,medium,M_exact,0.19825,0.098664,0.703086
RG075,medium,M_0,0.398185,0.20363,0.398185
RG075,medium,M_rho,0.253592,0.124237,0.622171
RG075,medium,"M_rho,beta",0.306836,0.160229,0.532936
RG075,medium,M_star,0.477735,0.244311,0.277954
RG075,medium,M_cluster,0.239393,0.131577,0.62903
RG075,low,M_exact,0.312431,0.26781,0.419759
RG075,low,M_0,0.349546,0.300907,0.349546
RG075,low,M_rho,0.32321,0.277152,0.399639
RG075,low,"M_rho,beta",0.331982,0.288111,0.379907
RG075,low,M_star,0.364418,0.31371,0.321872
RG075,low,M_cluster,0.315634,0.274939,0.409427
RG076,high,M_exact,0.848388,0.137196,0.014416
RG076,high,M_0,0.471143,0.471143,0.057714
RG076,high,M_rho,0.694188,0.279047,0.026765
RG076,high,"M_rho,beta",0.557234,0.379975,0.062791
RG076,high,M_star,0.171174,0.738377,0.090449
RG076,high,M_cluster,0.848388,0.137196,0.014416
RG076,medium,M_exact,0.538791,0.312721,0.148488
RG076,medium,M_0,0.398185,0.398185,0.20363
RG076,medium,M_rho,0.488166,0.347411,0.164423
RG076,medium,"M_rho,beta",0.44323,0.363869,0.192902
RG076,medium,M_star,0.277954,0.477735,0.244311
RG076,medium,M_cluster,0.538791,0.312721,0.148488
RG076,low,M_exact,0.370395,0.339155,0.29045
RG076,low,M_0,0.349546,0.349546,0.300907
RG076,low,M_rho,0.363608,0.34282,0.293572
RG076,low,"M_rho,beta",0.356235,0.343534,0.300231
RG076,low,M_star,0.321872,0.364418,0.31371
RG076,low,M_cluster,0.370395,0.339155,0.29045
RG077,high,M_exact,0.010338,0.093939,0.895722
RG077,high,M_0,0.057714,0.471143,0.471143
RG077,high,M_rho,0.018131,0.261307,0.720562
RG077,high,"M_rho,beta",0.053998,0.373641,0.572361
RG077,high,M_star,0.090449,0.738377,0.171174
RG077,high,M_cluster,0.003777,0.090272,0.905951
RG077,medium,M_exact,0.136361,0.277425,0.586214
RG077,medium,M_0,0.20363,0.398185,0.398185
RG077,medium,M_rho,0.14775,0.327618,0.524631
RG077,medium,"M_rho,beta",0.179546,0.354483,0.465971
RG077,medium,M_star,0.244311,0.477735,0.277954
RG077,medium,M_cluster,0.06929,0.256057,0.674653
RG077,low,M_exact,0.28443,0.331917,0.383654
RG077,low,M_0,0.300907,0.349546,0.349546
RG077,low,M_rho,0.288182,0.337652,0.374166
RG077,low,"M_rho,beta",0.296428,0.34062,0.362952
RG077,low,M_star,0.31371,0.364418,0.321872
RG077,low,M_cluster,0.262741,0.323059,0.4142
RG078,high,M_exact,0.075006,0.010178,0.914816
RG078,high,M_0,0.471143,0.057714,0.471143
RG078,high,M_rho,0.157549,0.026944,0.815507
RG078,high,"M_rho,beta",0.306494,0.064017,0.629489
RG078,high,M_star,0.738377,0.090449,0.171174
RG078,high,M_cluster,0.0512,0.0114,0.937401
RG078,medium,M_exact,0.258026,0.134212,0.607762
RG078,medium,M_0,0.398185,0.20363,0.398185
RG078,medium,M_rho,0.293904,0.159967,0.546129
RG078,medium,"M_rho,beta",0.32974,0.19078,0.47948
RG078,medium,M_star,0.477735,0.244311,0.277954
RG078,medium,M_cluster,0.182133,0.132897,0.68497
RG078,low,M_exact,0.329047,0.284056,0.386897
RG078,low,M_0,0.349546,0.300907,0.349546
RG078,low,M_rho,0.334815,0.289527,0.375658
RG078,low,"M_rho,beta",0.338986,0.297439,0.363575
RG078,low,M_star,0.364418,0.31371,0.321872
RG078,low,M_cluster,0.312306,0.276175,0.411518
RG079,high,M_exact,0.046791,0.007652,0.945557
RG079,high,M_0,0.471143,0.057714,0.471143
RG079,high,M_rho,0.140713,0.020312,0.838975
RG079,high,"M_rho,beta",0.297973,0.056009,0.646018
RG079,high,M_star,0.738377,0.090449,0.171174
RG079,high,M_cluster,0.161525,0.01343,0.825044
RG079,medium,M_exact,0.225003,0.12417,0.650827
RG079,medium,M_0,0.398185,0.20363,0.398185
RG079,medium,M_rho,0.273857,0.146257,0.579886
RG079,medium,"M_rho,beta",0.318081,0.178684,0.503235
RG079,medium,M_star,0.477735,0.244311,0.277954
RG079,medium,M_cluster,0.217925,0.105121,0.676954
RG079,low,M_exact,0.321916,0.278931,0.399153
RG079,low,M_0,0.349546,0.300907,0.349546
RG079,low,M_rho,0.329525,0.284608,0.385868
RG079,low,"M_rho,beta",0.33548,0.293639,0.370881
RG079,low,M_star,0.364418,0.31371,0.321872
RG079,low,M_cluster,0.316259,0.270324,0.413417
RG080,high,M_exact,0.108967,0.013348,0.877685
RG080,high,M_0,0.471143,0.057714,0.471143
RG080,high,M_rho,0.223868,0.027423,0.748709
RG080,high,"M_rho,beta",0.345638,0.062989,0.591373
RG080,high,M_star,0.738377,0.090449,0.171174
RG080,high,M_cluster,0.108967,0.013348,0.877685
RG080,medium,M_exact,0.294674,0.150695,0.554631
RG080,medium,M_0,0.398185,0.20363,0.398185
RG080,medium,M_rho,0.329011,0.168255,0.502734
RG080,medium,"M_rho,beta",0.353516,0.19453,0.451954
RG080,medium,M_star,0.477735,0.244311,0.277954
RG080,medium,M_cluster,0.294674,0.150695,0.554631
RG080,low,M_exact,0.337723,0.29073,0.371547
RG080,low,M_0,0.349546,0.300907,0.349546
RG080,low,M_rho,0.341521,0.293999,0.364479
RG080,low,"M_rho,beta",0.343485,0.299974,0.356541
RG080,low,M_star,0.364418,0.31371,0.321872
RG080,low,M_cluster,0.337723,0.29073,0.371547
RG081,high,M_exact,0.082459,0.009532,0.908008
RG081,high,M_0,0.471143,0.057714,0.471143
RG081,high,M_rho,0.208043,0.02059,0.771367
RG081,high,"M_rho,beta",0.338395,0.055129,0.606477
RG081,high,M_star,0.738377,0.090449,0.171174
RG081,high,M_cluster,0.089541,0.008111,0.902347
RG081,medium,M_exact,0.261393,0.132496,0.60611
RG081,medium,M_0,0.398185,0.20363,0.398185
RG081,medium,M_rho,0.308734,0.151828,0.539438
RG081,medium,"M_rho,beta",0.342991,0.181865,0.475144
RG081,medium,M_star,0.477735,0.244311,0.277954
RG081,medium,M_cluster,0.245017,0.105553,0.64943
RG081,low,M_exact,0.329651,0.283368,0.386981
RG081,low,M_0,0.349546,0.300907,0.349546
RG081,low,M_rho,0.336019,0.288443,0.375538
RG081,low,"M_rho,beta",0.34024,0.296122,0.363638
RG081,low,M_star,0.364418,0.31371,0.321872
RG081,low,M_cluster,0.318716,0.270563,0.410721
RG082,high,M_exact,0.821547,0.158979,0.019474
RG082,high,M_0,0.471143,0.471143,0.057714
RG082,high,M_rho,0.685536,0.280147,0.034317
RG082,high,"M_rho,beta",0.560964,0.371359,0.067677
RG082,high,M_star,0.171174,0.738377,0.090449
RG082,high,M_cluster,0.821547,0.158979,0.019474
RG082,medium,M_exact,0.506901,0.326254,0.166845
RG082,medium,M_0,0.398185,0.398185,0.20363
RG082,medium,M_rho,0.47133,0.34979,0.178881
RG082,medium,"M_rho,beta",0.437316,0.362959,0.199726
RG082,medium,M_star,0.277954,0.477735,0.244311
RG082,medium,M_cluster,0.506901,0.326254,0.166845
RG082,low,M_exact,0.368063,0.339595,0.292341
RG082,low,M_0,0.349546,0.349546,0.300907
RG082,low,M_rho,0.36229,0.342698,0.295012
RG082,low,"M_rho,beta",0.35627,0.34363,0.300101
RG082,low,M_star,0.321872,0.364418,0.31371
RG082,low,M_cluster,0.368063,0.339595,0.292341
RG083,high,M_exact,0.116064,0.015065,0.868871
RG083,high,M_0,0.471143,0.057714,0.471143
RG083,high,M_rho,0.221763,0.033622,0.744615
RG083,high,"M_rho,beta",0.336258,0.06855,0.595191
RG083,high,M_star,0.738377,0.090449,0.171174
RG083,high,M_cluster,0.100922,0.016717,0.882361
RG083,medium,M_exact,0.290102,0.149677,0.560222
RG083,medium,M_0,0.398185,0.20363,0.398185
RG083,medium,M_rho,0.319074,0.169683,0.511243
RG083,medium,"M_rho,beta",0.341767,0.195173,0.46306
RG083,medium,M_star,0.477735,0.244311,0.277954
RG083,medium,M_cluster,0.237847,0.14439,0.617763
RG083,low,M_exact,0.331095,0.285438,0.383467
RG083,low,M_0,0.349546,0.300907,0.349546
RG083,low,M_rho,0.336301,0.290327,0.373372
RG083,low,"M_rho,beta",0.339269,0.297312,0.363419
RG083,low,M_star,0.364418,0.31371,0.321872
RG083,low,M_cluster,0.316419,0.276221,0.40736
RG084,high,M_exact,0.092172,0.011291,0.896538
RG084,high,M_0,0.471143,0.057714,0.471143
RG084,high,M_rho,0.207147,0.025375,0.767478
RG084,high,"M_rho,beta",0.329037,0.059964,0.611
RG084,high,M_star,0.738377,0.090449,0.171174
RG084,high,M_cluster,0.171473,0.021005,0.807522
RG084,medium,M_exact,0.266581,0.136328,0.59709
RG084,medium,M_0,0.398185,0.20363,0.398185
RG084,medium,M_rho,0.302136,0.154511,0.543353
RG084,medium,"M_rho,beta",0.331481,0.182405,0.486115
RG084,medium,M_star,0.477735,0.244311,0.277954
RG084,medium,M_cluster,0.241817,0.123664,0.634519
RG084,low,M_exact,0.32478,0.279587,0.395633
RG084,low,M_0,0.349546,0.300907,0.349546
RG084,low,M_rho,0.331243,0.285151,0.383605
RG084,low,"M_rho,beta",0.335917,0.293365,0.370719
RG084,low,M_star,0.364418,0.31371,0.321872
RG084,low,M_cluster,0.31679,0.272709,0.410501
RG085,high,M_exact,0.088872,0.008334,0.902794
RG085,high,M_0,0.471143,0.057714,0.471143
RG085,high,M_rho,0.200027,0.018776,0.781197
RG085,high,"M_rho,beta",0.324191,0.051408,0.6244
RG085,high,M_star,0.738377,0.090449,0.171174
RG085,high,M_cluster,0.210294,0.029647,0.760059
RG085,medium,M_exact,0.255219,0.123297,0.621484
RG085,medium,M_0,0.398185,0.20363,0.398185
RG085,medium,M_rho,0.289429,0.139485,0.571086
RG085,medium,"M_rho,beta",0.322598,0.167658,0.509744
RG085,medium,M_star,0.477735,0.244311,0.277954
RG085,medium,M_cluster,0.239393,0.131577,0.62903
RG085,low,M_exact,0.320684,0.274466,0.40485
RG085,low,M_0,0.349546,0.300907,0.349546
RG085,low,M_rho,0.326989,0.280101,0.39291
RG085,low,"M_rho,beta",0.332897,0.288807,0.378295
RG085,low,M_star,0.364418,0.31371,0.321872
RG085,low,M_cluster,0.315634,0.274939,0.409427
RG086,high,M_exact,0.025977,0.959451,0.014572
RG086,high,M_0,0.333333,0.333333,0.333333
RG086,high,M_rho,0.074738,0.810067,0.115195
RG086,high,"M_rho,beta",0.200755,0.566059,0.233187
RG086,high,M_star,0.486916,0.026168,0.486916
RG086,high,M_cluster,0.025977,0.959451,0.014572
RG086,medium,M_exact,0.140649,0.703446,0.155905
RG086,medium,M_0,0.333333,0.333333,0.333333
RG086,medium,M_rho,0.209432,0.548303,0.242265
RG086,medium,"M_rho,beta",0.264362,0.451701,0.283937
RG086,medium,M_star,0.427623,0.144755,0.427623
RG086,medium,M_cluster,0.140649,0.703446,0.155905
RG086,low,M_exact,0.292286,0.412865,0.294849
RG086,low,M_0,0.333333,0.333333,0.333333
RG086,low,M_rho,0.310539,0.375763,0.313698
RG086,low,"M_rho,beta",0.321305,0.356848,0.321847
RG086,low,M_star,0.359696,0.280608,0.359696
RG086,low,M_cluster,0.292286,0.412865,0.294849
RG087,high,M_exact,0.022828,0.96858,0.008591
RG087,high,M_0,0.333333,0.333333,0.333333
RG087,high,M_rho,0.070392,0.856285,0.073323
RG087,high,"M_rho,beta",0.200721,0.597745,0.201535
RG087,high,M_star,0.486916,0.026168,0.486916
RG087,high,M_cluster,0.037648,0.924704,0.037648
RG087,medium,M_exact,0.130079,0.727791,0.14213
RG087,medium,M_0,0.333333,0.333333,0.333333
RG087,medium,M_rho,0.196055,0.595352,0.208592
